"","HF.Rep.1","TTA.FO.Rep.1","FO.Rep.2","TTA.Rep.3","TTA.Rep.1","HF.Rep.2","TTA.FO.Rep.2","FO.Rep.3","FO.Rep.1","TTA.Rep.2","HF.Rep.3","TTA.FO.Rep.3","log-ratios .Rep. vs .Rep.1","log-ratios C3 vs .Rep.1","log-ratios .Rep.3 vs .Rep.1","log-ratios C3 vs .Rep.","log-ratios .Rep.3 vs .Rep.","log-ratios .Rep.3 vs C3","p-values limma .Rep. vs .Rep.1","p-values limma C3 vs .Rep.1","p-values limma .Rep.3 vs .Rep.1","p-values limma C3 vs .Rep.","p-values limma .Rep.3 vs .Rep.","p-values limma .Rep.3 vs C3","p-values Miss test .Rep. vs .Rep.1","p-values Miss test C3 vs .Rep.1","p-values Miss test .Rep.3 vs .Rep.1","p-values Miss test C3 vs .Rep.","p-values Miss test .Rep.3 vs .Rep.","p-values Miss test .Rep.3 vs C3","p-values rank products .Rep. vs .Rep.1","p-values rank products C3 vs .Rep.1","p-values rank products .Rep.3 vs .Rep.1","p-values rank products C3 vs .Rep.","p-values rank products .Rep.3 vs .Rep.","p-values rank products .Rep.3 vs C3","p-values permutation test .Rep. vs .Rep.1","p-values permutation test C3 vs .Rep.1","p-values permutation test .Rep.3 vs .Rep.1","p-values permutation test C3 vs .Rep.","p-values permutation test .Rep.3 vs .Rep.","p-values permutation test .Rep.3 vs C3","p-values t-test .Rep. vs .Rep.1","p-values t-test C3 vs .Rep.1","p-values t-test .Rep.3 vs .Rep.1","p-values t-test C3 vs .Rep.","p-values t-test .Rep.3 vs .Rep.","p-values t-test .Rep.3 vs C3","q-values PolySTest .Rep. vs .Rep.1","q-values PolySTest C3 vs .Rep.1","q-values PolySTest .Rep.3 vs .Rep.1","q-values PolySTest C3 vs .Rep.","q-values PolySTest .Rep.3 vs .Rep.","q-values PolySTest .Rep.3 vs C3","q-values limma .Rep. vs .Rep.1","q-values limma C3 vs .Rep.1","q-values limma .Rep.3 vs .Rep.1","q-values limma C3 vs .Rep.","q-values limma .Rep.3 vs .Rep.","q-values limma .Rep.3 vs C3","q-values Miss test .Rep. vs .Rep.1","q-values Miss test C3 vs .Rep.1","q-values Miss test .Rep.3 vs .Rep.1","q-values Miss test C3 vs .Rep.","q-values Miss test .Rep.3 vs .Rep.","q-values Miss test .Rep.3 vs C3","q-values rank products .Rep. vs .Rep.1","q-values rank products C3 vs .Rep.1","q-values rank products .Rep.3 vs .Rep.1","q-values rank products C3 vs .Rep.","q-values rank products .Rep.3 vs .Rep.","q-values rank products .Rep.3 vs C3","q-values permutation test .Rep. vs .Rep.1","q-values permutation test C3 vs .Rep.1","q-values permutation test .Rep.3 vs .Rep.1","q-values permutation test C3 vs .Rep.","q-values permutation test .Rep.3 vs .Rep.","q-values permutation test .Rep.3 vs C3","q-values t-test .Rep. vs .Rep.1","q-values t-test C3 vs .Rep.1","q-values t-test .Rep.3 vs .Rep.1","q-values t-test C3 vs .Rep.","q-values t-test .Rep.3 vs .Rep.","q-values t-test .Rep.3 vs C3"
"feature 727",0.0553324081,0.1720272799,-0.1216608494,0.1136816905,-0.1033005563,0.1050729947,0.0223667399,0.1364292588,-0.132970595,-0.0589094519,0.0126408503,-0.0978129325,0.133043188633333,0.0314284946666667,0.11107892,-0.101614693966667,-0.0219642686333333,0.0796504253333333,0.262602147185658,0.785006304867768,0.345084425678223,0.386025641522564,0.848654379789935,0.493698571315143,0.594832638071432,1,0.517580750368974,0.549751276139447,1,0.45382026496552,0.261642257454638,0.587038908968262,0.161366989270208,0.438794048509508,0.721912761779479,0.387208931440206,0.31968031968032,0.53946053946054,0.376623376623377,0.390609390609391,0.455544455544456,0.296703296703297,0.215669879757208,0.696523264108572,0.309573039322126,0.295792449677507,0.83907300692434,0.425131941482086,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,1,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 728",0.2826944327,0.0160862248,-0.4192368648,0.0882566524,0.1293536198,0.3281102241,-0.1374899929,-0.1297448335,-0.364735501,0.158604665,0.2068390392,-0.1281287758,0.1518295208,-0.132400123333333,-0.0723098361333333,-0.284229644133333,-0.224139356933333,0.0600902872,0.4614958519021,0.519412638089444,0.722987456778386,0.181906963047836,0.284484872159191,0.76810188234596,1,1,0.483444613485412,0.699464182876736,0.376080538919173,0.747790815537007,0.435104008001525,0.666971150565767,0.950706037283581,0.12208913124729,0.22275553507929,0.52551931731733,0.353646353646354,0.529470529470529,0.869130869130869,0.258741258741259,0.524475524475524,0.945054945054945,0.534278104467362,0.645318168416568,0.755235155665514,0.2564688751885,0.127968660858418,0.780745972952296,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.831912140378016,1,1,1,1,1,1,1,1,1,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 729",0.1236413137,0.1011930831,-0.1641202492,0.0505402924,-0.1737284345,0.4091725771,-0.2155844399,0.1885900531,-0.1018849292,0.1340363293,-0.1118755342,-0.1261451954,0.265458013166667,-0.113202724433333,0.0883190667,-0.3786607376,-0.177138946466667,0.201521791133333,0.0675339322784572,0.403317921115688,0.511499890410146,0.0150668535486121,0.201777153530597,0.151046414122944,0.536881513807879,0.738466379547296,1,0.0609128292166719,0.499675781982319,0.597881993139824,0.071059534694583,0.285900902442321,0.212159320928592,0.0210559078596587,0.261517785870452,0.0697126331732134,0.0949050949050949,0.180519480519481,0.463536463536464,0.0659340659340659,0.923076923076923,0.261738261738262,0.116209268020132,0.334063407705388,0.527406732809042,0.0502314967993505,0.255642286831443,0.14746013181673,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,1,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 730",-0.1340704442,0.3196315719,NA,NA,-0.1769833594,NA,NA,NA,0.1610548952,NA,NA,NA,0.369631208033333,NA,NA,NA,NA,NA,0.177687132491867,NA,NA,NA,NA,NA,0.363020559285063,0.0319784852945416,0.026739023020235,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.192816088672507,0.0875095298844053,1,1,1,0.996724874335073,NA,NA,NA,NA,NA,0.902419883480947,0.192816088672507,0.0875095298844053,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"feature 731",0.1002962465,-0.083026832,0.1220884467,-0.0305155145,-0.0152611933,0.0892186331,-0.2043707204,0.1598243843,-0.0544662802,-0.0719793429,-0.020128035,-0.1275904926,-0.0321187716,-0.0443263605666667,-0.00961679859999999,-0.0122075889666667,0.022501973,0.0347095619666667,0.796555787548405,0.722400856754573,0.938376939893596,0.921830351352942,0.856546790464324,0.780610412226191,0.747943915895954,1,1,1,1,1,0.589277129692125,0.69291242528477,0.572980264952481,0.640084569006283,0.454666449388785,0.448728025641794,0.782217782217782,0.684315684315684,0.713286713286713,0.74025974025974,0.612387612387612,0.644355644355644,0.68135932998733,0.70290978984754,0.92658382975237,0.917918538074917,0.836389442067682,0.797868654701935,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.831912140378016,1,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 732",NA,NA,0.2946862505,NA,NA,0.1756865881,-0.2603160496,NA,NA,-0.0810231323,NA,NA,NA,NA,NA,-0.03014662745,NA,NA,NA,NA,NA,0.912923336822713,NA,NA,0.363020559285063,0.412620093495553,1,1,0.501951875933462,0.541823864424422,NA,NA,NA,0.982578833490258,NA,NA,NA,NA,NA,0.883561643835616,NA,NA,NA,NA,NA,0.933606663585338,NA,NA,0.902419883480947,1,1,1,1,1,NA,NA,NA,0.996241307005781,NA,NA,0.902419883480947,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.996322100463079,NA,NA
"feature 733",0.2149732821,-0.0837048415,NA,NA,0.1103961428,NA,NA,NA,-0.1785010106,NA,NA,NA,-0.1326609796,NA,NA,NA,NA,NA,0.607110621343366,NA,NA,NA,NA,NA,0.363020559285063,0.0319784852945416,0.026739023020235,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.192816088672507,0.0875095298844053,1,1,1,0.996724874335073,NA,NA,NA,NA,NA,0.902419883480947,0.192816088672507,0.0875095298844053,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"feature 734",0.377659323,-0.0830794463,NA,-0.0250953057,-0.2263414773,NA,NA,0.0104505071,-0.0292029557,NA,0.0701177569,-0.0373901569,-0.123784409633333,0.0294127935666667,-0.0580499485,0.1531972032,0.0657344611333333,-0.0874627420666667,0.635954775009655,0.909631101143757,0.75228629129597,0.632479425307026,0.800181536055704,0.736817749792501,0.363020559285063,0.412620093495553,1,1,0.115504183755819,0.541823864424422,1,1,0.76641701860335,1,1,1,NA,NA,0.988011988011988,NA,NA,NA,NA,NA,0.775428321567105,NA,NA,NA,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.831912140378016,0.902419883480947,1,1,1,0.665169802868791,1,1,1,0.992885682841812,1,1,1,NA,NA,0.997686524002314,NA,NA,NA,NA,NA,0.993487228703595,NA,NA,NA
"feature 735",0.0019981398,0.1564462343,0.0802794749,0.0275601666,-0.1524660593,0.0576061565,-0.001815602,0.1568975492,-0.0161143007,-0.1772269482,0.0676992579,-0.064414768,0.0678025542666666,0.104248450333333,0.0955417226666667,0.0364458960666667,0.0277391684,-0.00870672766666666,0.56530373443618,0.381978438116424,0.421577886895839,0.755859583063551,0.812742500133995,0.940652034965117,0.680545934933722,0.653020568974409,0.686450381037594,1,1,1,0.518437128448634,0.264128890221705,0.187904856728661,0.661410959582339,0.610996203393447,0.583507246429841,0.881899871630295,0.833166833166833,0.303696303696304,0.771228771228771,0.543456543456543,0.438561438561439,0.583399852687162,0.153869897651047,0.305848884938463,0.751892639803673,0.827428074206676,0.908745656801177,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.84142549439732,1,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.858006035553795
"feature 736",0.0333731637,-0.0942143752,-0.0133343136,0.0211227848,0.0954396911,0.1245856748,-0.1289981912,-0.1344430947,-0.033913131,0.0265561347,0.2496620452,-0.0286029926,-0.0126574298333333,0.00414327219999999,-0.0789410087666667,0.0168007020333333,-0.0662835789333333,-0.0830842809666666,0.91757834694819,0.972970595132964,0.52289717407992,0.890769409941943,0.59052263683867,0.501788860414741,1,1,0.678324134353968,1,0.66099725812646,1,0.726748014519877,0.761919753594122,0.631212930118963,0.636990328605095,0.703303980526854,0.689367688229702,0.923076923076923,0.868131868131868,0.614385614385614,0.882117882117882,0.694305694305694,0.729270729270729,0.873427890996724,0.97467915467012,0.255636374423603,0.90398967887015,0.448433292471968,0.547670705450424,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,1,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 737",-0.1395013508,0.0127479161,-0.21671248,NA,0.0207535774,0.2708329101,-0.2047651355,NA,-0.0139686429,0.1721015557,NA,NA,0.196132932733333,-0.166500002316667,NA,-0.36263293505,NA,NA,0.133892343874944,0.239497083360405,NA,0.0259951889283885,NA,NA,0.4685198457678,0.094328208463148,0.026739023020235,0.102636652092354,0.0475004255732124,0.541823864424422,0.203489565661198,0.576694933516292,NA,0.153361838151895,NA,NA,0.036963036963037,0.00799200799200799,NA,0.0428015564202335,NA,NA,0.105084202251575,0.0737832629671204,NA,0.0396486617986978,NA,NA,1,1,0.0875095298844053,1,0.334140924721908,1,0.996724874335073,0.999884892217684,NA,0.996241307005781,NA,NA,1,0.49340909042262,0.0875095298844053,1,0.334140924721908,1,1,1,NA,1,NA,NA,0.998683419209076,1,NA,1,NA,NA,0.999056344581373,0.999905964085686,NA,0.996322100463079,NA,NA
"feature 738",-0.0237736189,0.2550041299,-0.3746739856,NA,-0.0098368238,-0.1246658819,0.3592766697,NA,-0.2155034973,0.2355105843,NA,NA,0.204987590766667,0.07533932205,NA,-0.129648268716667,NA,NA,0.364017538527882,0.759167810299713,NA,0.600226111222468,NA,NA,0.328703973387927,0.565095944881777,0.026739023020235,0.659881978595365,0.0475004255732124,0.541823864424422,0.37839338657285,0.920726965360248,NA,0.842347264383862,NA,NA,0.261738261738262,0.916083916083916,NA,0.714471968709257,NA,NA,0.237821044024861,0.871505127592348,NA,0.78578533982555,NA,NA,1,1,0.0875095298844053,1,0.334140924721908,1,0.996724874335073,0.999884892217684,NA,0.996241307005781,NA,NA,0.902419883480947,1,0.0875095298844053,1,0.334140924721908,1,1,1,NA,1,NA,NA,0.998683419209076,1,NA,1,NA,NA,0.999056344581373,0.999905964085686,NA,0.996322100463079,NA,NA
"feature 739",NA,NA,-0.0466999991,NA,NA,0.1809596512,-0.2069575947,NA,NA,0.0726979426,NA,NA,NA,NA,NA,-0.2536575938,NA,NA,NA,NA,NA,0.198067979232949,NA,NA,0.363020559285063,0.412620093495553,1,0.612609178139759,0.501951875933462,0.541823864424422,NA,NA,NA,0.756170505543111,NA,NA,NA,NA,NA,0.188802083333333,NA,NA,NA,NA,NA,0.136633512242275,NA,NA,0.902419883480947,1,1,1,1,1,NA,NA,NA,0.996241307005781,NA,NA,0.902419883480947,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.996322100463079,NA,NA
"feature 740",-0.0008529422,0.08026671,0.1770958351,0.0051003245,-0.1171318151,0.0514341393,-0.095205474,0.1141878356,-0.0011904851,-0.2069004484,-0.0097941883,-0.1019676866,0.0146585477666667,0.0637571384,0.0454985719666667,0.0490985906333333,0.0308400242,-0.0182585664333333,0.904792741346457,0.605231339831788,0.711311570976577,0.689782117347357,0.801557466085548,0.881589677168658,0.688651737545702,1,0.713561959317717,1,1,1,0.667485773278939,0.485026850455851,0.322859380411399,0.656932351035078,0.524441119386733,0.677538455580905,0.899100899100899,0.687312687312687,0.405594405594406,0.814185814185814,0.579420579420579,0.598401598401598,0.89283092598257,0.528477293384899,0.57522028872239,0.707474271609747,0.795879512706091,0.866856875974323,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.835998610804688,1,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 741",-0.0300801818,-0.0419189548,-0.0869680082,-0.0200911553,-0.0084821029,0.0803745533,-0.0589455502,0.0112523961,0.0521268715,0.1105245687,0.0018077307,-0.0614094939,0.0451385268,-0.0525568048333333,-0.0279376133,-0.0976953316333333,-0.0730761401,0.0246191915333333,0.62280631399583,0.567677145135669,0.759913457043041,0.297533913940074,0.430348626618164,0.787592041262426,0.642708024154461,0.746365743366391,1,0.601110638904964,0.545168895287828,1,0.567526247804382,0.546371520536645,0.658892692157507,0.372499524788681,0.593532268717748,0.427181927979215,0.191808191808192,0.0859140859140859,0.653346653346653,0.178821178821179,0.902097902097902,0.621378621378621,0.454068659783931,0.217775916810587,0.43794235882309,0.160764279729806,0.255018302340145,0.506182160132611,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.831912140378016,1,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 742",0.1004586345,-0.1351141747,-0.2641909328,0.1943271722,0.326976338,0.4974946193,-0.2544163194,-0.4877280231,-0.2476275721,-0.12554246,0.3276857759,-0.090396594,0.0190101947333333,-0.123576292233333,-0.187868281766667,-0.142586486966667,-0.2068784765,-0.0642919895333333,0.941886545156273,0.637448986227558,0.476921344498086,0.587296007967347,0.434720632994395,0.805531070230356,1,1,1,0.70405091926888,0.874806434831681,1,0.878363107946617,0.812630785431054,0.657548018394319,0.415482319287412,0.777352876600167,0.967745725709686,0.762025316455696,0.676323676323676,0.587412587412587,0.632367632367632,0.56234096692112,0.794205794205794,0.946978470282191,0.656725731769785,0.509332360891998,0.644960780831179,0.512343745236955,0.828595080314751,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.831912140378016,1,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 743",0.2744777801,-0.0123134262,NA,-0.0645576719,-0.3518603665,NA,NA,0.394687925,0.0896960125,NA,0.3030717778,-0.6332020309,-0.0164179015666667,0.298967302433333,-0.1051284013,0.315385204,-0.0887104997333334,-0.404095703733333,0.97025993483147,0.505365865011983,0.736870757542265,0.564287668140238,0.84061320759208,0.375120527726941,0.363020559285063,0.412620093495553,1,1,0.501951875933462,0.541823864424422,1,1,0.943344225828823,1,1,1,NA,NA,0.818181818181818,NA,NA,NA,NA,NA,0.781905358579316,NA,NA,NA,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,0.902419883480947,1,1,1,1,1,1,1,1,1,1,1,NA,NA,0.996133496133496,NA,NA,NA,NA,NA,0.993487228703595,NA,NA,NA
"feature 744",-0.0172626452,0.1373970095,-0.0379406248,0.0334503493,-0.1082008189,0.1964808674,-0.1092907697,-0.0203661997,0.0846804055,-0.0334018094,0.1663929444,-0.1005170842,0.113753042033333,0.0199815361666667,-0.0155499586666667,-0.0937715058666667,-0.1293030007,-0.0355314948333333,0.336602058278971,0.862884640248295,0.893054037110452,0.424878725389127,0.277881103663033,0.759146344426458,0.536881513807879,1,1,1,0.413604665979093,1,0.318950456838729,0.640230789768331,0.608909007236446,0.340175356030713,0.394199526541626,0.63621108266707,0.252747252747253,0.865134865134865,0.955044955044955,0.685314685314685,0.673326673326673,0.864135864135864,0.271424796525509,0.852141865178217,0.831491562671807,0.434099591103652,0.19631417232296,0.724484681268468,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.831912140378016,1,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 745",0.0747080482,-0.0169373347,0.029268718,NA,0.1294234196,0.0827921851,-0.3287886895,NA,-0.2081831209,0.0095375637,NA,NA,0.0264813557333333,-0.148409434716667,NA,-0.17489079045,NA,NA,0.861698781700229,0.394685780257159,NA,0.320586804958193,NA,NA,1,0.592191241509091,0.026739023020235,0.676489295839243,0.0475004255732124,0.541823864424422,0.734987160548514,0.741163799249697,NA,0.527350648887566,NA,NA,0.624375624375624,0.406369426751592,NA,0.30969030969031,NA,NA,0.827518841138097,0.559535549090192,NA,0.504901468161902,NA,NA,1,1,0.0875095298844053,1,0.334140924721908,1,0.996724874335073,0.999884892217684,NA,0.996241307005781,NA,NA,1,1,0.0875095298844053,1,0.334140924721908,1,1,1,NA,1,NA,NA,0.998683419209076,1,NA,1,NA,NA,0.999056344581373,0.999905964085686,NA,0.996322100463079,NA,NA
"feature 746",-0.0099133217,0.095884318,0.0212508782,0.1112116498,0.0139702838,-0.0891780619,-0.0384970301,-0.1092353219,-0.1356103656,0.1443115227,0.0169424229,-0.0825196133,0.0941903941,0.0437498915,0.0170033727,-0.0504405026,-0.0771870214,-0.0267465188,0.394894175146484,0.688480087172758,0.875749902713968,0.644358903085953,0.483077133451376,0.80589132258308,0.620045614379322,0.714228693778546,1,0.563397647898219,1,0.7239887962829,0.522306723451679,0.477994812634671,0.529555884259054,0.681932145230795,0.687132097710137,0.715661724652083,0.364635364635365,0.975024975024975,0.823176823176823,0.826173826173826,0.975024975024975,0.898101898101898,0.338890328924519,0.454982925327498,0.850005890035311,0.55642411051588,0.480942355369102,0.741947764906209,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.831912140378016,1,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 747",0.5596717674,-0.2821853988,0.1664027553,-0.2506724928,-0.4644294156,0.5074137425,-0.1250170648,0.2546919165,0.2075535529,-0.4972225539,0.4820556358,-0.1780661454,-0.191596704966667,0.0735484738666667,-0.158947542133333,0.265145178833333,0.0326491628333333,-0.232496016,0.557719049650397,0.820638280799114,0.62579478431768,0.420842992022095,0.919747560806057,0.478639404027339,0.92815765391756,0.910617607041977,0.800186991135748,0.691185165366166,0.678883348242328,0.73424018540133,0.778869766136007,0.866316515558266,0.913757446366252,0.539093368378091,0.851425841246566,0.442440762394786,0.655344655344655,0.72785622593068,0.703296703296703,0.471528471528472,0.972027972027972,0.518481518481518,0.677852222702178,0.845208021341961,0.671151428958328,0.503202937582023,0.93032659797746,0.380577243514908,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,1,1,1,1,1,1,1,1,0.994524925134773,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 748",0.0439492747,-0.1056264013,NA,NA,0.0504452661,NA,NA,NA,-0.2719891143,NA,NA,NA,-0.0464282101333333,NA,NA,NA,NA,NA,0.848672633869296,NA,NA,NA,NA,NA,0.363020559285063,0.0319784852945416,0.026739023020235,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.192816088672507,0.0875095298844053,1,1,1,0.996724874335073,NA,NA,NA,NA,NA,0.902419883480947,0.192816088672507,0.0875095298844053,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"feature 749",-0.4298837266,0.212598262,-0.1469161809,0.2348156958,0.3966075778,-0.5746654497,0.2823853333,-0.0590749674,-0.2166698032,0.461262116,-0.3974487589,0.2029921567,0.116380293433333,-0.00401121816666666,0.209559612366667,-0.1203915116,0.0931793189333333,0.213570830533333,0.701845082607586,0.989432999171545,0.494160853540575,0.69216198892909,0.758903172444508,0.486129633577991,1,1,0.664139572054408,1,0.983053814466594,0.738310517385021,0.957255404782541,0.939128830500081,0.682235306706421,0.971575672590135,0.978688269842554,0.545452931711773,0.799200799200799,0.863136863136863,0.374625374625375,0.711288711288711,0.609390609390609,0.317662007623888,0.785519087226998,0.990550676456824,0.495360001226077,0.763951783598635,0.798147091366782,0.405515793092801,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,1,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 750",-0.4023988555,0.3325916139,-0.2155352693,0.4658353624,0.381766313,-0.6997143785,0.3511666996,-0.040597354,-0.1535439088,0.4984386344,-0.4939123701,0.1900056275,0.1018307737,-0.0613681628333333,0.263140029066667,-0.163198936533333,0.161309255366667,0.3245081919,0.769856572734794,0.859856343116327,0.455108896718434,0.640293278337218,0.644126687647163,0.360434561795852,1,1,0.715819740420436,0.970026901750517,1,0.717909251394376,0.998760628073629,0.889177277941975,0.53512238756004,0.984206949522278,0.912084541625083,0.559811123591932,0.784537389100127,0.707292707292707,0.305694305694306,0.708291708291708,0.588411588411588,0.271728271728272,0.830653438238403,0.865436574977926,0.400065705242972,0.737699312361505,0.719172114941825,0.337128561747699,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,1,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 751",-0.5562570894,0.4386176485,0.0909866585,0.2633283084,0.2222336076,-0.4539109321,0.2319407244,0.129456242,0.0433930745,0.316824627,-0.6791072071,0.1751694552,0.197387250233333,-0.0218498056333334,0.2861948043,-0.219237055866667,0.0888075540666666,0.308044609933333,0.526442550674983,0.943530936147081,0.363623913822846,0.482730705365262,0.773861183121016,0.329711070758857,0.219984589366729,1,0.483444613485412,0.171376584133443,0.138280643148019,0.419161157661195,0.703614266243603,0.913379105720865,0.257981872335529,0.696139146882573,1,0.362331369449783,0.606393606393606,0.832167832167832,0.231768231768232,0.547452547452547,0.480519480519481,0.305694305694306,0.618498307832367,0.955618222000369,0.347742607390412,0.610888463183696,0.781766315701685,0.390313378481957,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,0.902419883480947,1,1,1,0.779979295913249,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 752",0.161154857,-0.0251069048,-0.0611882321,0.003610628,-0.0174363301,-0.0633510131,-0.070916396,0.1169547483,0.1408747987,-0.0683223887,0.016392525,-0.2183486612,-0.147124544066667,-0.1334351429,-0.127458870166667,0.0136894011666667,0.0196656739,0.00597627273333334,0.204883034712487,0.246936144005493,0.267368042036946,0.902181283068094,0.859908672642308,0.957195745655848,0.122659646047557,0.508715334748338,0.446964830573967,1,0.692552729090034,1,0.273673726012221,0.227803073231005,0.411682010755719,0.623680188704401,0.54359962701822,0.614407900271705,0.256743256743257,0.328671328671329,0.894105894105894,0.127872127872128,0.898101898101898,0.887112887112887,0.113909559915331,0.126751741116103,0.338891030102836,0.687692068723178,0.860869398062686,0.958067903723227,1,1,0.996133496133496,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.843722629262685,0.902419883480947,1,0.951452091517454,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.858006035553795
