"","HF.Rep.1","TTA.FO.Rep.1","FO.Rep.2","TTA.Rep.3","TTA.Rep.1","HF.Rep.2","TTA.FO.Rep.2","FO.Rep.3","FO.Rep.1","TTA.Rep.2","HF.Rep.3","TTA.FO.Rep.3","log-ratios .Rep. vs .Rep.1","log-ratios C3 vs .Rep.1","log-ratios .Rep.3 vs .Rep.1","log-ratios C3 vs .Rep.","log-ratios .Rep.3 vs .Rep.","log-ratios .Rep.3 vs C3","p-values limma .Rep. vs .Rep.1","p-values limma C3 vs .Rep.1","p-values limma .Rep.3 vs .Rep.1","p-values limma C3 vs .Rep.","p-values limma .Rep.3 vs .Rep.","p-values limma .Rep.3 vs C3","p-values Miss test .Rep. vs .Rep.1","p-values Miss test C3 vs .Rep.1","p-values Miss test .Rep.3 vs .Rep.1","p-values Miss test C3 vs .Rep.","p-values Miss test .Rep.3 vs .Rep.","p-values Miss test .Rep.3 vs C3","p-values rank products .Rep. vs .Rep.1","p-values rank products C3 vs .Rep.1","p-values rank products .Rep.3 vs .Rep.1","p-values rank products C3 vs .Rep.","p-values rank products .Rep.3 vs .Rep.","p-values rank products .Rep.3 vs C3","p-values permutation test .Rep. vs .Rep.1","p-values permutation test C3 vs .Rep.1","p-values permutation test .Rep.3 vs .Rep.1","p-values permutation test C3 vs .Rep.","p-values permutation test .Rep.3 vs .Rep.","p-values permutation test .Rep.3 vs C3","p-values t-test .Rep. vs .Rep.1","p-values t-test C3 vs .Rep.1","p-values t-test .Rep.3 vs .Rep.1","p-values t-test C3 vs .Rep.","p-values t-test .Rep.3 vs .Rep.","p-values t-test .Rep.3 vs C3","q-values PolySTest .Rep. vs .Rep.1","q-values PolySTest C3 vs .Rep.1","q-values PolySTest .Rep.3 vs .Rep.1","q-values PolySTest C3 vs .Rep.","q-values PolySTest .Rep.3 vs .Rep.","q-values PolySTest .Rep.3 vs C3","q-values limma .Rep. vs .Rep.1","q-values limma C3 vs .Rep.1","q-values limma .Rep.3 vs .Rep.1","q-values limma C3 vs .Rep.","q-values limma .Rep.3 vs .Rep.","q-values limma .Rep.3 vs C3","q-values Miss test .Rep. vs .Rep.1","q-values Miss test C3 vs .Rep.1","q-values Miss test .Rep.3 vs .Rep.1","q-values Miss test C3 vs .Rep.","q-values Miss test .Rep.3 vs .Rep.","q-values Miss test .Rep.3 vs C3","q-values rank products .Rep. vs .Rep.1","q-values rank products C3 vs .Rep.1","q-values rank products .Rep.3 vs .Rep.1","q-values rank products C3 vs .Rep.","q-values rank products .Rep.3 vs .Rep.","q-values rank products .Rep.3 vs C3","q-values permutation test .Rep. vs .Rep.1","q-values permutation test C3 vs .Rep.1","q-values permutation test .Rep.3 vs .Rep.1","q-values permutation test C3 vs .Rep.","q-values permutation test .Rep.3 vs .Rep.","q-values permutation test .Rep.3 vs C3","q-values t-test .Rep. vs .Rep.1","q-values t-test C3 vs .Rep.1","q-values t-test .Rep.3 vs .Rep.1","q-values t-test C3 vs .Rep.","q-values t-test .Rep.3 vs .Rep.","q-values t-test .Rep.3 vs C3"
"feature 753",0.310716368,-0.1439761799,0.0921362974,-0.099027195,-0.0021960704,0.2574055223,-0.2344586646,-0.1390984017,-0.0487337247,-0.1145549298,0.2542782755,-0.1125726853,-0.0869707201,-0.0492768882,-0.203494951633333,0.0376938319,-0.116524231533333,-0.154218063433333,0.601464580007046,0.766218471544818,0.235317131815745,0.819920161760009,0.486432847521603,0.361294246582908,0.732548608887739,1,0.122707356093726,1,1,0.502235630479219,0.571660075794711,0.732691405739401,0.259075014914669,0.726707770921503,0.543993181494294,0.471344381177286,0.847152847152847,0.986013986013986,0.292707292707293,0.853146853146853,0.368631368631369,0.402597402597403,0.639264591140713,0.801477131480862,0.212099300142844,0.854953210620442,0.462459317015977,0.395571649291667,1,1,0.996133496133496,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,1,1,0.343692915008515,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 754",0.156428192,-0.0240967657,0.1525690628,-0.2151368618,-0.3078088089,0.0302797042,-0.0223049767,0.2630626913,0.1674388161,-0.2745972203,-0.1813905916,0.1800890433,-0.0948241603333333,-0.0223949015666667,0.0706522245333333,0.0724292587666666,0.165476384866667,0.0930471261,0.605100708623797,0.902179298658247,0.699176354756772,0.692049150367406,0.373326129818009,0.611792577125809,0.486673747897006,0.474537914713092,0.367849772961132,1,0.337183784568978,0.306254391902762,0.572052225231174,0.866957772175353,0.472411527961041,0.684809418936372,0.412827522684415,0.518378741675282,0.542457542457542,0.933066933066933,0.468531468531469,0.996003996003996,0.340659340659341,0.410589410589411,0.636640727703116,0.910079077572426,0.759154030452906,0.619050196524735,0.406416320841425,0.629699469097318,1,1,0.996133496133496,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,1,1,0.824630260264516,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 755",-0.2570646349,0.2712657304,-0.2674167443,0.3289254243,0.1562993149,0.1311003056,0.0183806635,-0.2956470578,-0.2476446886,0.1859029076,-0.1101215901,0.1600933256,0.3122263174,-0.00358255410000001,0.180593900233333,-0.3158088715,-0.131632417166667,0.184176454333333,0.103897030622748,0.984052582534987,0.325637160257058,0.100470641976716,0.468672317765018,0.316592438897554,0.431117716534227,1,1,0.0451514696150057,1,0.364057076351797,0.185555509300568,0.87651377735676,0.464868008165873,0.104576299999593,0.799945622492832,0.440063379865356,0.115884115884116,0.437562437562438,0.475524475524476,0.0859140859140859,0.834165834165834,0.395604395604396,0.139862647099558,0.983356124501014,0.481774264798007,0.0433968515634671,0.556340542139265,0.438506991710626,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,1,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 756",0.3057544009,-0.7347273191,0.1285334063,-0.5419501616,0.1918765287,0.0575661958,-0.1644851916,-0.1689141572,0.1124168721,-0.1908769144,0.5086685266,0.2309103967,-0.4926952798,-0.0457770201333333,-0.363333907933333,0.446918259666667,0.129361371866667,-0.3175568878,0.0781905311975805,0.859269363679968,0.178894627210993,0.105589425221944,0.618286813010393,0.235195391082389,0.0653542914505302,1,0.517580750368974,0.505627521074341,1,0.737406677972349,0.0301581982530826,0.864319485694306,0.352275936056458,0.0760416608455887,0.703976564583483,0.555527705411394,0.111888111888112,0.594405594405594,0.320679320679321,0.298701298701299,0.862137862137862,0.446553446553447,0.163869454110594,0.839694266457842,0.241258846041405,0.218310199346794,0.70956391151841,0.34514737450451,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,0.902419883480947,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 757",0.0584433261,-0.0900407613,0.0587581688,-0.2599539832,-0.1119890297,-0.0563054119,-0.3146291625,0.0655235438,0.1307117417,0.2914759571,0.5655672177,-0.4510236905,0.0226545819333333,0.0775100619666667,-0.240873389333333,0.0548554800333333,-0.263527971266667,-0.3183834513,0.920127270737479,0.732245771122239,0.299571127121041,0.808393335350979,0.25886355849795,0.17856021758565,1,0.910617607041977,0.622014418992419,0.862649955952064,0.693535872594652,0.616897826229833,0.856632517402536,0.762087010289383,0.245071035984603,0.89209143561976,0.28445004673657,0.32505393841312,0.712287712287712,0.701298701298701,0.197802197802198,0.873126873126873,0.254745254745255,0.380619380619381,0.882329736801953,0.794085884162048,0.249081058706126,0.859070009582882,0.248641081215376,0.355893745854675,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,1,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 758",0.2894687735,-0.5414533504,0.1440632604,-0.1609563788,0.094111926,0.4034548279,-0.2448967058,0.263573646,0.2642627062,-0.1714423924,0.7454723253,-0.0731598343,-0.319094773533333,-0.00106817526666669,-0.2061286576,0.318026598266667,0.112966115933333,-0.205060482333333,0.274748465460374,0.996991991536684,0.472769630560484,0.276264734896935,0.691293571443151,0.475007951795506,0.620045614379322,0.512943592292908,0.564126555926939,0.482066296048471,0.734179155882768,0.479469107854905,0.313945538488118,0.935756813760826,0.307003865083084,0.486827060185901,0.561827663066123,0.791214239535609,0.281718281718282,0.821178821178821,0.485514485514486,0.502497502497502,0.819180819180819,0.657342657342657,0.365625696500874,0.997411147983699,0.249949367377878,0.469308266063381,0.735989382969747,0.565823984292805,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,1,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 759",-0.2247665957,0.0420843844,-0.1335550354,0.228049959,-0.1088812343,-0.1440361826,0.0135376002,-0.2059238946,-0.1837642401,0.1891366417,-0.0038747732,0.0199493622,0.201532304533333,0.131173287233333,0.186495832233333,-0.0703590173,-0.0150364723,0.055322545,0.157594220042963,0.343838955502728,0.18789636738432,0.605834475524245,0.911618102933933,0.68415925051639,0.685794491199098,0.692799417155485,0.701057941828649,0.662104504636956,1,1,0.296032009143413,0.269272800356695,0.233367132795959,0.697933674902775,0.815625975569456,0.578765498577578,0.280719280719281,0.924075924075924,0.263736263736264,0.762991128010139,0.586413586413586,0.43956043956044,0.161766896674198,0.0907142864342711,0.272243866104686,0.559517836763228,0.929089215581128,0.711308745552358,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.829415667865252,1,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 760",0.3446131154,-0.0249711489,NA,NA,-0.0091777007,NA,NA,NA,-0.1469666988,NA,NA,NA,-0.0877940542,NA,NA,NA,NA,NA,0.758381054443894,NA,NA,NA,NA,NA,0.363020559285063,0.0319784852945416,0.026739023020235,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.192816088672507,0.0875095298844053,1,1,1,0.996724874335073,NA,NA,NA,NA,NA,0.902419883480947,0.192816088672507,0.0875095298844053,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"feature 761",-0.7102642387,0.5353588281,-0.074114948,0.4523137157,0.4317838564,-0.585532626,0.2016044402,0.0211528186,-0.3986001212,0.5389802422,-0.7615291926,0.3402391653,0.3886289826,0.0143469343666667,0.496928734366667,-0.374282048233333,0.108299751766667,0.4825818,0.331396716357019,0.970696564388694,0.220876624595129,0.348743505116123,0.781960169995648,0.233527934237865,0.0630362874884131,1,0.524114336340677,0.04040791520368,0.0299099618550192,0.0980206929789156,0.638195250581134,1,0.30458430586567,0.681261735252731,0.974528759536452,0.196000877846864,0.484515484515485,0.929070929070929,0.215784215784216,0.43956043956044,0.584415584415584,0.134865134865135,0.485785891249271,0.975877651035787,0.280154301453029,0.474339024330021,0.805657586169267,0.229017812749899,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,0.902419883480947,1,1,1,0.334140924721908,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 762",0.0794570755,0.1482916434,0.0421027007,0.0896520742,0.0112940397,0.1112890369,0.0826120937,-0.0708391903,0.0376672198,-0.3079040775,0.0996332196,-0.1419151169,-0.0589139107333333,0.0319765596666667,-0.0838401893333333,0.0908904704,-0.0249262786,-0.115816749,0.659595958274837,0.810402250219042,0.532815509296855,0.499669782766603,0.851567193654198,0.393052855235615,0.581369846377628,0.621032194141728,0.707566180782335,0.535570368435527,0.483444613485412,0.609319097908234,0.647255456200411,0.540669104007794,0.556284227363741,0.555619878242963,0.841263226501092,0.417822912153578,0.751248751248751,0.02997002997003,0.621378621378621,0.695304695304695,0.888111888111888,0.535464535464535,0.727206713096579,0.290244954368066,0.345652401174705,0.598585015424404,0.887679911417426,0.228739966099952,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,1,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 763",0.1052413294,-0.0372144539,0.0764673375,0.0561484272,0.1140495455,0.0279866911,-0.2180053917,-0.2251448016,-0.133572464,0.1258124806,0.156255279,-0.0473225398,0.0102887689666667,-0.0236670620333333,-0.100679108366667,-0.033955831,-0.110967877333333,-0.0770120463333333,0.939599100746524,0.8617147543827,0.464472164681842,0.802808302952254,0.421422782138403,0.573647302060752,1,1,0.533727411689944,1,0.73001255860549,0.532140915418598,0.7359788689608,0.822783385850557,0.635350346493058,0.689613755375495,0.606596616083854,0.827344747104625,0.619380619380619,0.929070929070929,0.593406593406593,0.894105894105894,0.567432567432567,0.719280719280719,0.919250291237021,0.87457245008532,0.43236893002807,0.802871341874186,0.321669190914421,0.615130446077381,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,1,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 764",NA,NA,NA,-0.0146394674,NA,NA,NA,-0.1840990931,NA,NA,0.2617837635,-0.0908921962,NA,NA,NA,NA,NA,-0.358327349066667,NA,NA,NA,NA,NA,0.126182329092008,1,1,0.026739023020235,1,0.0475004255732124,0.541823864424422,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.0875095298844053,1,0.334140924721908,1,NA,NA,NA,NA,NA,0.823545813826538,1,1,0.0875095298844053,1,0.334140924721908,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"feature 765",0.0207252441,0.0555014629,0.0321553845,-0.0695299672,0.0735819585,0.0583199556,-0.0896885335,-0.2990379861,-0.0748771053,0.0273103882,0.3014499804,-0.0187247004,0.0405672364666667,0.0748289113666667,-0.135574250333333,0.0342616749,-0.1761414868,-0.2104031617,0.749580846109136,0.558438004015814,0.298252224465424,0.787330564836859,0.18428269446303,0.119144704434682,0.715262738911121,1,0.694023840588245,1,0.0886493497405934,0.6308473307334,0.594197023073136,0.455143386168016,0.51633988384247,0.655024475890857,0.359673162509725,0.346945500056665,0.274725274725275,0.465534465534466,0.327672327672328,0.548451548451548,0.0849150849150849,0.293706293706294,0.450837164759579,0.593985470130765,0.256225660279478,0.795167461345972,0.176271203161619,0.223785192273015,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,1,1,1,1,0.556445149140955,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 766",0.3476084835,0.0193406346,0.0960358783,-0.0668137545,-0.3201158056,0.2605813111,-0.2712546437,-0.0376657363,-0.0363012214,-0.1138098841,0.2978206072,-0.0946223993,0.0583068683666667,0.0438034617666667,-0.0634311155333333,-0.0145034066,-0.1217379839,-0.1072345773,0.766955235110801,0.823645076402349,0.747245523593897,0.941112051819091,0.53907957620288,0.587690387320822,1,1,0.744546607780818,1,0.6777624048571,0.486673747897006,0.586480886331768,0.68707988566867,0.820188747382111,0.652172529963174,0.457222503557203,0.73997865271622,0.74025974025974,0.871128871128871,0.833166833166833,0.96003996003996,0.565434565434565,0.708291708291708,0.809299558952532,0.872278420630627,0.774542792435217,0.946020204083328,0.382238866715628,0.58626602860166,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,1,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 767",-0.0258151364,-0.0607385145,NA,0.1510354056,-0.0709556196,NA,NA,-0.1252179732,0.270282456,NA,0.1695698714,-0.0287438834,-0.118575747833333,0.111732638066667,-0.058812717,0.2303083859,0.0597630308333333,-0.170545355066667,0.592272374108663,0.613330247143751,0.705435706391982,0.404093491102658,0.785311471056819,0.44690890162173,0.363020559285063,0.412620093495553,1,1,0.501951875933462,0.541823864424422,1,1,0.870226387046326,1,1,1,NA,NA,0.947052947052947,NA,NA,NA,NA,NA,0.685384752237532,NA,NA,NA,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,0.902419883480947,1,1,1,1,1,1,1,0.992885682841812,1,1,1,NA,NA,0.996133496133496,NA,NA,NA,NA,NA,0.993487228703595,NA,NA,NA
"feature 768",0.0708055806,-0.0513250477,NA,NA,-0.2861202725,NA,NA,NA,0.4333159869,NA,NA,NA,-0.123992146033333,NA,NA,NA,NA,NA,0.72959679038948,NA,NA,NA,NA,NA,0.363020559285063,0.0319784852945416,0.026739023020235,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.192816088672507,0.0875095298844053,1,1,1,0.996724874335073,NA,NA,NA,NA,NA,0.902419883480947,0.192816088672507,0.0875095298844053,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"feature 769",0.0967128128,-0.1715524714,0.1649025647,-0.1319590807,-0.1795514635,0.2543671698,-0.1605887678,0.0575173779,0.239499415,-0.223217129,0.2665173226,-0.1129291039,-0.0990210649666667,0.0380567850666667,-0.114677190333333,0.137077850033333,-0.0156561253666667,-0.1527339754,0.574707100883137,0.828099600826571,0.51691722718916,0.440567318903861,0.928749840109942,0.391850686002348,1,1,0.549244948347168,0.735783463781647,0.734179155882768,0.344916253718957,0.608575827895073,0.644181502278595,0.624059597154646,0.383695980593782,0.639147801439663,0.431991439558958,0.724275724275724,0.661338661338661,0.646353646353646,0.501498501498502,0.867132867132867,0.613386613386613,0.639373712397221,0.841272926082754,0.465649111885697,0.529170113494158,0.930293540261393,0.36562154741295,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,1,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 770",-0.4237241846,0.4200522008,-0.1404899743,-0.0247563992,0.1399148191,-0.0103052669,0.0197183747,-0.0003695987,-0.2447235502,0.2318603925,0.0976581726,-0.1086978755,0.390046747366667,0.1684731629,0.131569680766667,-0.221573584466667,-0.2584770666,-0.0369034821333333,0.0345612902250859,0.316835856604533,0.429880262046746,0.195778250759938,0.136784022276304,0.822224598243902,0.349815203939967,0.639495746447478,0.633463064827033,0.309118543894389,0.236572585478307,0.659401537913927,0.206201690956732,0.464512977977261,0.678742006710413,0.319297272857124,0.26500269955453,0.736241589641877,0.165834165834166,0.767232767232767,0.752247752247752,0.563436563436563,0.567432567432567,0.969030969030969,0.139305069510666,0.4265084145475,0.513676410104461,0.2145647380227,0.166900026726362,0.667821072237178,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.832333495795726,0.902419883480947,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 771",0.4015927491,-0.5166400043,0.2630323643,-0.4416876212,-0.1846087804,0.5033734956,-0.2944283008,0.1309683365,0.3794516042,-0.4213740039,0.558944184,-0.2203217665,-0.3436920285,-0.0229624418,-0.375825541366667,0.3207295867,-0.0321335128666667,-0.352863099566667,0.296395405629859,0.942812121501605,0.255993758963503,0.328162470561196,0.920047285662381,0.284388867212876,0.531079758773564,0.910617607041977,0.0962026274722922,0.641465345424247,0.874806434831681,0.188573389426064,0.43295806481466,0.895712320822882,0.195790143573705,0.493250764410488,0.979593597763426,0.362173000436769,0.416583416583417,0.827172827172827,0.325786163522013,0.464535464535465,0.839160839160839,0.343656343656344,0.425299784715496,0.945653980368879,0.214621802964512,0.480828211512173,0.935517323951645,0.314460423794265,1,1,0.996133496133496,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,1,1,0.281703387622214,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 772",0.2960660494,-0.3835238213,0.1362265347,-0.0257288148,-0.3664867687,0.4169620737,-0.2504958075,0.0249025676,0.3347858278,-0.1203234468,0.2366279715,-0.2438907934,-0.1170834343,-0.0473354699333333,-0.1696940497,0.0697479643666667,-0.0526106154,-0.122358579766667,0.641763235889177,0.850125483227469,0.502680438240505,0.780911546446915,0.833690062209288,0.62700181309523,1,0.212083617923583,0.175213803376106,1,1,0.401046641150168,0.860616938851426,0.770147512126901,0.68749960704336,0.906270524771092,0.937079857117582,0.595512276176009,0.757242757242757,0.957042957042957,0.706293706293706,0.84015984015984,0.877122877122877,0.599400599400599,0.738822298266826,0.871467876483548,0.542505648456196,0.816711063527171,0.849116552441503,0.521422979679282,1,1,0.996133496133496,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,1,0.901355376175228,0.470310735377969,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 773",1.3858535996,-0.3222773347,0.2625943774,-0.8122023365,-1.3657231024,1.1862781564,-0.3078421195,0.2992884412,0.1228603723,-0.7786705996,0.7520325611,-0.372745883,-0.0192202158,0.1879313165,-0.342883549266667,0.2071515323,-0.323663333466667,-0.530814865766667,0.978157050498114,0.789292353662375,0.627304684864427,0.768417776571872,0.646517236861496,0.455971505820132,1,0.185225372028527,0.188236814525059,0.173137782009846,0.176165961545703,0.333581235889182,1,1,1,1,0.895885221622117,0.435606962723674,0.986013986013986,0.858141858141858,0.721278721278721,0.798201798201798,0.692307692307692,0.334665334665335,0.985546433882921,0.841717020105087,0.719603530997684,0.776829437831475,0.663930692161667,0.299260626142509,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,1,0.798295265362386,0.489175925644739,1,0.885958795357388,1,1,1,1,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 774",-0.1782135126,0.4040452706,NA,NA,-0.1671909783,NA,NA,NA,-0.0592544125,NA,NA,NA,0.538931571733333,NA,NA,NA,NA,NA,0.0397785512683948,NA,NA,NA,NA,NA,0.363020559285063,0.0319784852945416,0.026739023020235,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.192816088672507,0.0875095298844053,1,1,1,0.996724874335073,NA,NA,NA,NA,NA,0.902419883480947,0.192816088672507,0.0875095298844053,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
